,x,y,z,qx,qy,qz,qw,time
0,1.7010207639080552,1.5827991492008753,0.6730812905591848,-0.3824359139217293,-0.5945159177439522,-0.38261171733649035,0.594896519613907,1584271064.25526
1,1.7011561758680365,1.582859771495639,0.6730812905591855,-0.3824066286338072,-0.5945347551531434,-0.3825824133005663,0.5949153656824081,1584271064.355302
2,1.7007814279516167,1.5835123785708307,0.6731263885610201,-0.3823686311151643,-0.5944283999288655,-0.3828498849679178,0.5948739974794466,1584271064.455313
3,1.7007906604730034,1.582819030286642,0.6731230184818977,-0.3824264883333564,-0.594401398831582,-0.3827120126118479,0.5949524968353905,1584271064.555262
4,1.7009969612305949,1.5827690391887823,0.6731219608386515,-0.38233785047533464,-0.5944614761654851,-0.38285074921206114,0.5948601728783136,1584271064.655267
5,1.7002983364269095,1.5832889791004519,0.6731362997933978,-0.38225585164542336,-0.5944702420225763,-0.3825784347361834,0.5950792690955248,1584271064.755312
6,1.7009366851023149,1.5827073645487937,0.6731371688433978,-0.38237759924716247,-0.5943919383382691,-0.38270030706821345,0.5950008993290239,1584271064.8553
7,1.7006635468216618,1.582889449343951,0.6731032368805042,-0.3824015130043392,-0.5944746934869622,-0.38263493971537654,0.5949448920400824,1584271064.955317
8,1.700635782663686,1.5831555004126368,0.6731217004200007,-0.3822044428932331,-0.5945480963929909,-0.38265620408847306,0.5949844992777087,1584271065.055263
9,1.7013641778236317,1.582553858839418,0.6731074367846553,-0.38225322185423766,-0.5945579568831036,-0.38261661297162064,0.5949687704133468,1584271065.155303
10,1.7005177507912173,1.5830790031179203,0.6731354567240833,-0.3823694916476949,-0.5943996775093553,-0.3826898948077697,0.5950050753110232,1584271065.255405
11,1.7008464076544607,1.5822899699812485,0.6731363257740832,-0.38236992250642843,-0.5943994003433803,-0.38269032610533404,0.5950047979127995,1584271065.35527
12,1.7012468666833445,1.5825123829693681,0.6731363257740841,-0.3822827414019093,-0.5944554738518127,-0.38260305580507126,0.5950609186650387,1584271065.455618
13,1.701476049680237,1.5827128057681947,0.6731363257740841,-0.38244554040068435,-0.594350749468503,-0.3827660204048442,0.5949561066644298,1584271065.555256
14,1.700710948051279,1.5823922352833253,0.6731356414043018,-0.38234436913798103,-0.5944158377387181,-0.3827136904530162,0.5949897699739811,1584271065.655271
15,1.7001427704098346,1.5818244683710707,0.6730801510844028,-0.3818726733798226,-0.5948803796002337,-0.3820458237565006,0.5952575777280348,1584271065.755299
16,1.7100432868597097,1.5927317810917925,0.6730831169701094,-0.3954073882476393,-0.5859633851420144,-0.3955965071267454,0.5863474329620715,1584271065.855319
17,1.7159934282899214,1.596118907553766,0.6730804475172673,-0.40258753945398684,-0.5810616815656975,-0.40277386713010854,0.5814325474631493,1584271065.955403
18,1.7311710973431675,1.6060965375745044,0.6730804483921039,-0.42012948612321765,-0.5685073610758369,-0.42015153104724556,0.5690020090044372,1584271066.05536
19,1.743290678852377,1.6138756452736953,0.6730942839910475,-0.4339403258399126,-0.5579943291369958,-0.4341880444134579,0.5584074357933662,1584271066.155267
20,1.7567126794972299,1.6192853342309657,0.673080447517267,-0.4474259563262406,-0.5472836726169708,-0.44764112531981276,0.5476385835702611,1584271066.255282
21,1.7694030865266428,1.626384214881635,0.6730811416706416,-0.46149564809883253,-0.5354705419720488,-0.46172224779421417,0.5358223878841358,1584271066.355308
22,1.7870698566378536,1.6326074717607253,0.6730812905591856,-0.4776611939298546,-0.5211009388991624,-0.47789895730558424,0.5214462406597182,1584271066.455359
23,1.7935672053625784,1.6353874291738388,0.6731205419205152,-0.484146478691615,-0.5149502309175971,-0.4845192154743234,0.5154314471242221,1584271066.555192
24,1.8120042993927168,1.6401206228083887,0.6730812905591874,-0.5000831658306226,-0.4996230898996783,-0.5003358623127473,0.4999576183794774,1584271066.655249
25,1.825196369458948,1.6431942759498726,0.6731364373649932,-0.5123888518600745,-0.4867977703903999,-0.5128467262316269,0.48731286728953965,1584271066.755274
26,1.8361923496326438,1.6441028391788859,0.6730812905591846,-0.5227380608320363,-0.4758690202835701,-0.5230060156795898,0.4761914560918518,1584271066.855266
27,1.8371971734632384,1.6430002500693575,0.673080421509185,-0.5237967553983145,-0.4747034482097964,-0.5240654289662204,0.4750252850684674,1584271066.955428
28,1.8362651151059581,1.6424025853820283,0.6731138430716519,-0.5229218926682215,-0.47554629782762053,-0.5233101382861562,0.47597784817956945,1584271067.055264
29,1.8250106842316831,1.638249529738368,0.6730876982371101,-0.5153469493941513,-0.4838407981878258,-0.5156326040407423,0.48418862172636035,1584271067.155273
30,1.814227493549043,1.635279980640729,0.6731364065879887,-0.5073235292238216,-0.4920744267521483,-0.5077760495911874,0.49259423331378843,1584271067.255288
31,1.8116647429735067,1.6343838879370458,0.6730862699769707,-0.5066377856417115,-0.49295483688633795,-0.5069152487393115,0.493305801249072,1584271067.355258
32,1.8097076341636917,1.633999408008318,0.6731363137975926,-0.5059440849911943,-0.4934926419208016,-0.5063951471990871,0.4940137145117174,1584271067.455319
33,1.8082849870562476,1.633013859366876,0.6731371688433941,-0.5059438461427795,-0.49349288679554976,-0.5063949085508666,0.49401395914104007,1584271067.555299
34,1.8068948029628362,1.6319399825283594,0.6732865405822602,-0.5056295505830356,-0.493276456938561,-0.5064302018010343,0.4945154651890083,1584271067.65533
35,1.8050936563472577,1.6310995770143373,0.674529565769426,-0.5041612552404039,-0.4902756818216146,-0.5078396686650793,0.49754402363902783,1584271067.755393
36,1.8037875395372693,1.6308756637498631,0.6756215024105873,-0.5016796477797482,-0.4888262840174296,-0.5101331933453669,0.49912976279175886,1584271067.855415
37,1.801660534814533,1.6326725794209505,0.6779500685142296,-0.4975889482513164,-0.48435032502847775,-0.5138632631298848,0.503740556267275,1584271067.955392
38,1.8007718834937854,1.6361960139617335,0.6800647122094711,-0.4930620362254067,-0.4807460973931258,-0.5180524311940068,0.5073408093269398,1584271068.055312
39,1.8008199199593355,1.642343083643766,0.6820596133837822,-0.48809935139485583,-0.4773753420102973,-0.5227760495377848,0.5104674407228539,1584271068.155551
40,1.8011193945313788,1.6457157174749502,0.6827530989894085,-0.4865075871486067,-0.4756763710221631,-0.5242396603522282,0.5120694642446537,1584271068.255274
