,x,y,z,qx,qy,qz,qw,time
0,1.8645370771416347,1.3051876234979616,0.6731087917006937,-0.4118814789016915,-0.5744263933478543,-0.41215400998827134,0.5749061123468082,1584270709.055265
1,1.8642449956392375,1.3051170426424112,0.6730804475172685,-0.41183453402936626,-0.5745447948492669,-0.41202677221656253,0.5749126318574245,1584270709.155283
2,1.864556682933688,1.3048098736681544,0.6730804480347169,-0.4117017955270327,-0.5746399187903579,-0.41211644590249297,0.574848354184934,1584270709.255319
3,1.8647564374910028,1.3047305585808957,0.6730799890414221,-0.41185466230807716,-0.5745303663364291,-0.41204691338191174,0.5748981966095119,1584270709.355372
4,1.8646576716688734,1.3045561138267785,0.6730804475172685,-0.41183266995666945,-0.5745461310146753,-0.41202490695044325,0.5749139686465344,1584270709.455304
5,1.8649055471495166,1.3049010133968784,0.6730804475172686,-0.411871223604513,-0.5745184939356547,-0.4120634852813786,0.5748863186667368,1584270709.555428
6,1.864314095730276,1.3048376025659298,0.6730795789847163,-0.41172421106534784,-0.5746238584762978,-0.4121388695712485,0.5748322776958188,1584270709.655318
7,1.8653385705812422,1.3047736816137154,0.6730795784474555,-0.4116628714406812,-0.5746678040266258,-0.4119358924911185,0.5749777524130607,1584270709.755299
8,1.8645704063697037,1.3046375801069252,0.6731110272503357,-0.4118554342937479,-0.5744383810799275,-0.41213427588042434,0.5749269399058454,1584270709.855313
9,1.8650103112662708,1.305309651379465,0.6731371688433992,-0.4117168663970932,-0.5744594212750864,-0.41206971897009576,0.5750514254745902,1584270709.95534
10,1.8641235528975524,1.303554841836417,0.6730812905591854,-0.41016449615569317,-0.5757356084188548,-0.41035812853688575,0.576107456674207,1584270710.055365
11,1.8607853778038708,1.3038853940265076,0.6731406045918737,-0.40799316944483405,-0.5770972028983007,-0.4085692020909671,0.5775565766191806,1584270710.155328
12,1.8714392626669265,1.312566517445102,0.6730246398181684,-0.42114323194661896,-0.5679227789738887,-0.4211826164861131,0.5680733217446887,1584270710.255461
13,1.889709179458051,1.321988901820564,0.6730804215091855,-0.4405568751834019,-0.5528255099366517,-0.44077024029280226,0.5531863976673178,1584270710.355295
14,1.8984329156385384,1.3277758635575803,0.6730804215091848,-0.44929360441484967,-0.5457487166636261,-0.44951268230167524,0.5461061652663073,1584270710.455301
