,x,y,z,qx,qy,qz,qw,time,name
0,2.052371838752799,1.994011026735246,0.4578218782831702,0.0,0.0,-0.7266554778930365,0.6870020498135669,1584270702.278911,object_1
1,2.0570832922181026,1.992010866932317,0.46388479126180937,0.0,0.0,-0.728620914999524,0.6849171936995424,1584270702.6478508,object_1
2,2.0532655097951613,1.9929428869412398,0.4606537500221054,0.0,0.0,-0.7270316900314034,0.686603904511241,1584270703.0163965,object_1
3,2.057059462088813,1.9903117332536624,0.4672456588990932,0.0,0.0,-0.7283954089617445,0.6851570098914941,1584270703.6208198,object_1
4,2.059324785357699,1.9912220352030991,0.4606968542731783,0.0,0.0,-0.7292816278328268,0.6842136415663622,1584270704.5924218,object_1
5,2.0528509351212985,1.9934786575846901,0.46134539354432347,0.0,0.0,-0.7267287207240257,0.6869245711683497,1584270705.8324668,object_1
6,2.0584857663098863,1.988833344245244,0.4660430387004617,0.0,0.0,-0.72900454705285,0.684508853395096,1584270706.8709414,object_1
7,2.056386743698456,2.0003636890897334,0.4657956202796677,0.0,0.0,-0.7280453834562187,0.6855289342019689,1584270707.4071515,object_1
8,2.0559042655334143,1.9892559851655893,0.4589679463974635,0.0,0.0,-0.7279114711206665,0.6856711239442326,1584270707.7762623,object_1
9,2.05915231318409,1.9932171950122846,0.46074750106756024,0.0,0.0,-0.7292519372789423,0.6842452864104434,1584270708.1449034,object_1
10,2.060504959294256,1.989508865336428,0.46103385879767056,0.0,0.0,-0.730005930710859,0.6834408102586299,1584270708.2788818,object_1
11,2.0566069614505635,1.9928162791561923,0.46509403724219966,0.0,0.0,-0.728108112750256,0.6854623083344995,1584270708.7141416,object_1
12,2.055426239566385,1.990071930096208,0.4659529088719211,0.0,0.0,-0.7280419130681377,0.6855326198045474,1584270708.7809913,object_1
13,2.0516228316774607,1.9909598410980034,0.46115888467182653,0.0,0.0,-0.7264907332641,0.6871762615816922,1584270708.8480232,object_1
14,2.055207681236294,1.9921143924690234,0.4577575086623118,0.0,0.0,-0.7278995958680571,0.6856837305457373,1584270709.0832512,object_1
15,2.059513837718173,1.9924969585732941,0.45872020880201014,0.0,0.0,-0.7295161751069748,0.6839635591588851,1584270709.1165094,object_1
16,2.0533998370700632,1.9939099171437042,0.4604980754703184,0.0,0.0,-0.7268232219774833,0.6868245802199204,1584270709.484603,object_1
17,2.055734427726494,1.991679511304167,0.4669103615953085,0.0,0.0,-0.7277734840021641,0.6858175821480167,1584270709.5851443,object_1
18,2.0535012968849724,1.993241868639748,0.46033681874387034,0.0,0.0,-0.7269806429960165,0.6866579532118582,1584270709.819763,object_1
19,2.0521659394835887,1.9920589727016025,0.4604210729840056,0.0,0.0,-0.7265932675460276,0.6870678449445781,1584270709.8533394,object_1
20,2.057875768819801,1.995495141339959,0.46381172246641356,0.0,0.0,-0.728497208975095,0.6850487694430937,1584270709.9538875,object_1
21,2.0548184682124044,1.9942652605801385,0.46559432559459213,0.0,0.0,-0.7276640086784226,0.685933736212215,1584270710.5906754,object_1
22,2.056833921874606,2.043378911567519,0.443570120289128,0.0,0.0,-0.7310548828199794,0.6823186633128733,1584270710.9928136,object_1
23,2.0615219089526664,2.017495250111227,0.4617627764355272,0.0,0.0,-0.7381064073179027,0.67468431986838,1584270714.0763452,object_2
24,2.055294271593175,2.059542311749767,0.4400023044758862,0.0,0.0,-0.7326717790466928,0.6805821509476679,1584270711.4967453,object_1
25,2.04951615025736,1.99279526134681,0.48322337274903737,0.0,0.0,-0.7345430208965954,0.6785621198181518,1584270714.67968,object_2
26,2.0549208149127156,1.9936842136164947,0.48067358511629565,0.0,0.0,-0.736574918835987,0.6763559631893247,1584270715.0146117,object_2
27,2.0399590098434355,1.9919421508959605,0.46654640317471174,0.0,0.0,-0.7306525963818377,0.6827494294398784,1584270712.3676114,object_1
28,2.0495555403837153,1.99419729354359,0.47835738033983766,0.0,0.0,-0.7345810710713803,0.6785209282134367,1584270713.1047626,object_1
29,2.0664193591366873,2.0389744500641527,0.46603716821687025,0.0,0.0,-0.7344952768873132,0.6786137990272738,1584270715.852722,object_2
30,2.033898407549735,1.9904126738300945,0.4815063106261519,0.0,0.0,-0.7282446866548251,0.6853172085676935,1584270714.0763452,object_1
31,2.050668218774315,1.9861263060934522,0.4674537508737979,0.0,0.0,-0.7352706790798509,0.6777735820209098,1584270715.1486757,object_1
32,2.056573717318941,2.00013966461728,0.4669270489069427,0.0,0.0,-0.734841041406393,0.678239370624242,1584270715.48388,object_1
33,2.0460293590387244,2.026154261507043,0.4515606089977946,0.0,0.0,-0.7273045237456133,0.6863148910953096,1584270715.8187654,object_1
34,2.0525599141517588,2.048657521362296,0.4465701327131628,0.0,0.0,-0.7229540711392803,0.6908960927832349,1584270716.2545946,object_1
35,2.0463079247221665,2.033507255136118,0.456981071763895,0.0,0.0,-0.7174132081648602,0.6966478943846762,1584270716.3550804,object_1
36,2.0524845723823186,2.042780978964999,0.4468740450196236,0.0,0.0,-0.712489657955818,0.7016826115174877,1584270716.623483,object_1
37,2.065063011581709,2.0539728520471394,0.4036904210052332,0.0,0.0,-0.7164528333351727,0.6976355335029912,1584270716.757547,object_1
38,2.0416794349751366,2.040771998521606,0.43119417214451816,0.0,0.0,-0.7042344177642661,0.7099675237898034,1584270716.9586647,object_1
39,2.0495268590030453,2.0420979811284448,0.41138041976883744,0.0,0.0,-0.707444144980127,0.7067692563583514,1584270716.9921806,object_1
40,2.0609756207079903,2.0531912067306672,0.4065341394433237,0.0,0.0,-0.7121747484911783,0.7020022276400032,1584270717.0929306,object_1
41,2.0395198705668194,2.0543287930461336,0.4098897781417763,0.0,0.0,-0.6994428925031102,0.7146884916709395,1584270717.32722,object_1
42,2.0769207061425816,2.0190301451055577,0.48711328585869273,0.0,0.0,-0.7181552883576886,0.6958828793725889,1584270717.3607361,object_1
43,2.1018147989748153,2.051980127003762,0.4086495209591978,0.0,0.0,-0.7292912882357535,0.6842033447034843,1584270717.427719,object_1
44,2.063094753441542,2.0008741879664043,0.4629514318622987,0.0,0.0,-0.6981038533182645,0.7159965153422123,1584270719.7414794,object_2
45,2.149114971944426,2.0343222753976717,0.4101280840439495,0.0,0.0,-0.7509788355853616,0.6603262742787496,1584270717.8298929,object_1
46,2.062143036675831,2.0358383954652837,0.42403393512720366,0.0,0.0,-0.697922836052421,0.7161729643853818,1584270720.37826,object_2
47,2.1282350003496346,2.0031845634233587,0.4122707087576929,0.0,0.0,-0.73898201170494,0.6737251564076555,1584270718.4343085,object_1
48,2.065954958483517,2.020732674966165,0.45403311855268624,0.0,0.0,-0.6997157780808907,0.7144213252028901,1584270720.411273,object_2
49,2.123268065040882,2.0056186912119176,0.41274886013535006,0.0,0.0,-0.7346207348457559,0.6784779848563118,1584270718.836502,object_1
50,2.0609822469588694,2.034430715324242,0.4327534423078252,0.0,0.0,-0.6968988627080067,0.7171694187263472,1584270720.846336,object_2
51,2.1751110756984735,2.030044963857046,0.45260367714113325,0.0,0.0,-0.761116665094625,0.6486150029988795,1584270719.439862,object_1
52,2.06297446540879,2.0283944666570255,0.43459016694442887,0.0,0.0,-0.6984337324426956,0.7156747315548908,1584270721.4498606,object_2
53,2.0182000171274272,2.1410069010621973,0.3937438640349912,0.0,0.0,-0.6755599822070795,0.737305032154515,1584270722.5554745,object_1
54,2.065192996375611,2.0115585746484346,0.42374912194480996,0.0,0.0,-0.6991917483551716,0.7149341920988521,1584270721.4831462,object_2
55,2.030970620202184,2.1192686973372354,0.41009355269503234,0.0,0.0,-0.680674584288189,0.7325859064328913,1584270723.1924496,object_1
56,2.1003987818491723,2.0773920129839913,0.40571505947776654,0.0,0.0,-0.7175388704528786,0.6965184630641224,1584270722.5554745,object_2
57,2.033804153533237,2.1124135297183,0.43032491957345465,0.0,0.0,-0.6818684268789396,0.7314748446977792,1584270723.6282258,object_1
58,2.0573963148063616,2.025268904551115,0.4417053601732217,0.0,0.0,-0.6924166439051389,0.7214978802762654,1584270723.1924496,object_2
59,2.0375457284941842,2.1273152800257207,0.41987164056507154,0.0,0.0,-0.6841453076939751,0.7293457328046254,1584270723.695258,object_1
60,2.065303530744778,2.047451305736626,0.45613979325292364,0.0,0.0,-0.6974706327861717,0.7166133660495436,1584270723.6282258,object_2
61,2.0328267144987286,2.168784548515107,0.4217064668710854,0.0,0.0,-0.6833101837932183,0.7301282029373185,1584270723.8960228,object_1
62,2.045024811415579,2.1562650036356237,0.4249020801052509,0.0,0.0,-0.6887318677427632,0.7250161476515988,1584270723.9295387,object_1
63,2.037414598524276,2.1975965385608753,0.4021040592818349,0.0,0.0,-0.6865497216853236,0.7270828561132525,1584270724.298074,object_1
64,2.044459205449944,2.2011661279992403,0.4023400188244084,0.0,0.0,-0.6893926447783604,0.724387866633268,1584270724.6667175,object_1
65,3.5393594083803848,2.5849627078277395,-2.992873152738704,0.0,0.0,-0.9409490817284037,0.33854811414992947,1584270725.0017657,object_1
66,2.0239785205814895,2.0023988311676515,0.5942863640355015,0.0,0.0,-0.6727936810113702,0.7398301580708715,1584270725.03527,object_1
67,2.037055668657332,1.9832780772653413,0.6208144746207185,0.0,0.0,-0.6795192298630888,0.7336576969174894,1584270725.1358178,object_1
