4.718585057577369679e-01,2.242477309164958577e-02,-6.399841175066467436e-02,9.829463369607280843e-01,3.122209328244412996e-02,-6.663487938271732691e-01,-9.597790985423820809e-03,6.664721252579185462e-01
4.030295748437637826e-01,5.084848201911995602e-02,3.983899929919232363e-02,1.013956986011010031e+00,2.077506494361216483e-01,-5.922382154428191825e-01,-3.233665629068624980e-01,6.329601976885896875e-01
3.338077508157510920e-01,5.547318304377313325e-02,3.359665378042109296e-02,9.941771855584420337e-01,4.616372599447799985e-01,-5.032615856507618446e-01,-5.274289381837604651e-01,4.428289711313482258e-01
3.508539388069777942e-01,3.160288720960124920e-02,8.165169158931462334e-02,9.769620839365416032e-01,5.419016444466819848e-01,-4.215554753670858190e-01,-5.660293692701827695e-01,5.018340244398586947e-01
3.013073195312756525e-01,-3.331326851912308484e-02,7.023412179529486821e-02,9.806247213991809986e-01,4.858617209475823984e-01,-4.286699623872891607e-01,-4.994675768150784734e-01,5.905265176500051894e-01
2.636831209279080213e-01,1.253962229463922995e-02,-1.929258947848211392e-02,1.019415046109998002e+00,5.264230614956204590e-01,-5.253907961018740025e-01,-5.566390687724833697e-01,4.978141489680183440e-01
1.703318232715105296e-01,1.083967493118507264e-01,-2.733707406389385142e-02,1.031499679624630517e+00,5.156404618330725498e-01,-5.185858188167458138e-01,-5.746504415422464263e-01,5.074298986246503773e-01
2.947337184436378266e-01,7.041893789960340655e-03,2.367797893822398692e-02,1.012084070379614786e+00,4.930860740922753394e-01,-4.297072305214442167e-01,-6.425546269616688733e-01,5.257678550035507214e-01
1.117750915899478059e-01,1.164367237061014748e-01,7.505956506111033377e-02,1.065483796952548801e+00,4.961445342885326681e-01,-4.416461898736088187e-01,-5.318690546256448215e-01,4.671810713666673109e-01
1.021616732896291069e-01,7.233677858175724396e-02,-1.824365694483276457e-02,1.235207507272434668e+00,5.098232628361074603e-01,-4.717973521114799951e-01,-5.531068832274286251e-01,5.549658112468023319e-01
4.273821703053499732e-01,-4.789112091702918406e-02,7.828086885865559452e-02,1.075626382760674460e+00,3.893909637502019905e-01,-3.387402347761963028e-01,-4.989964823633954438e-01,5.557770583711771906e-01
5.252730468650952389e-01,-1.517459116507779981e-02,1.519690866065275259e-01,1.220459271071376861e+00,4.825375906571025553e-01,-4.218739193747751415e-01,-5.928220831148109937e-01,6.387298818606268469e-01
4.911355418822722640e-01,2.942445877783939068e-02,1.132512580056754814e-01,1.584348225311714486e+00,6.868833555004130176e-01,-6.155964481426963175e-01,-8.047094645088463949e-01,7.978216125745802856e-01
5.047885815024528711e-01,4.237243097986720386e-02,1.009172045917239302e-01,1.795336943859638268e+00,7.920310190727377631e-01,-7.132040486517325917e-01,-9.208440670144000251e-01,8.957566590981969057e-01
5.411241062860199236e-01,4.647700774376062327e-02,1.065678950990331941e-01,1.940620465168649389e+00,8.572600477118612616e-01,-7.722208432924162480e-01,-9.961469419057493724e-01,9.675259860291589575e-01
5.796979399574411218e-01,4.982197375920804916e-02,1.141125856169082908e-01,2.079460318310793809e+00,9.186266677352250554e-01,-8.275085511727411358e-01,-1.067439866491326939e+00,1.036724476364497605e+00
6.183435958909058172e-01,5.314371616805146914e-02,1.217193311229038954e-01,2.218093519180911244e+00,9.798699432790272112e-01,-8.826772329011873808e-01,-1.138604089812247366e+00,1.105840445300827923e+00
6.569900670610877569e-01,5.646519955644180300e-02,1.293267861997264845e-01,2.356724374410077871e+00,1.041111820858077408e+00,-9.378445658649070538e-01,-1.209766851832227985e+00,1.174955477240473556e+00
