,x,y,z,qx,qy,qz,qw,time
0,1.74774509159134,1.4222687258011848,0.6731354567240824,-0.28634603054920976,-0.6461604719842067,-0.286569455897877,0.6468079639122051,1584270817.255251
1,1.7486289177744085,1.4226986070801895,0.6731358178848612,-0.28635057647327067,-0.6461584574387055,-0.2867203114715209,0.6467411060258437,1584270817.355381
2,1.748378599849113,1.422345664165104,0.6731363262915341,-0.28623009120320586,-0.6462118380654647,-0.2867037134936979,0.6467484641673155,1584270817.455281
3,1.7490082170064918,1.42251861285721,0.6731363257740828,-0.2862838299208846,-0.6461880326127775,-0.28650719294104926,0.6468355460446636,1584270817.555293
4,1.7493316080334718,1.422510325843004,0.673089437133745,-0.28630022947291245,-0.6463053471421357,-0.28646781808416133,0.6467285103204748,1584270817.655292
5,1.7500208453533561,1.4225498579259306,0.6731363222984152,-0.2865551726415104,-0.6460654284203281,-0.28678052843610713,0.6467167260419039,1584270817.755278
6,1.7492011864714965,1.4221446875778858,0.6730806613355927,-0.286569654468378,-0.6462075810805356,-0.28668490395353663,0.6466106719944149,1584270817.855283
7,1.749931621331215,1.4221874160655708,0.6731371688433982,-0.28644582480301084,-0.6461139173709781,-0.2866710696994391,0.6467652534187581,1584270817.955381
8,1.7491923654070114,1.4221837375064275,0.6731371688433981,-0.2865186564547991,-0.646081623535978,-0.286743974771935,0.6467329341887911,1584270818.055294
9,1.7502334803720634,1.422355062857341,0.6730888680844335,-0.28642038566947736,-0.6462533013862859,-0.2865506955782275,0.6466905998883143,1584270818.155328
10,1.7492955168939717,1.4224520294279863,0.6731371688433982,-0.2864084703617773,-0.6461304766628605,-0.28663367760195807,0.6467818257316975,1584270818.255379
11,1.7499417909556918,1.4224096658530374,0.6731371688433982,-0.2863993194525253,-0.6461345328835774,-0.2866245174678942,0.6467858851418667,1584270818.35538
12,1.7487923623653179,1.4225682910616981,0.673136632140146,-0.28657956609087665,-0.6460546084246384,-0.2868049464765195,0.6467058975369351,1584270818.455258
13,1.7500150667406036,1.421829165859424,0.6731371688433971,-0.28652955161373816,-0.6460767917357643,-0.28675488157986384,0.6467280982936879,1584270818.555285
14,1.7499513488029395,1.4223106001435437,0.6731313349504163,-0.2865995177178102,-0.646061277730998,-0.28681341349363004,0.6466866379481183,1584270818.655287
15,1.7494607407573946,1.4224740868341041,0.6730941106962958,-0.28650207956893914,-0.6462034722402501,-0.28664253365748116,0.6466635050516896,1584270818.755285
16,1.748920457891939,1.4220264608761923,0.6731362997933972,-0.286340958039188,-0.6461603984435659,-0.28656609788784587,0.6468117707446157,1584270818.855487
17,1.7496590172608484,1.422172647374849,0.6730867466868048,-0.2864351338961784,-0.6462527204918066,-0.28656104084404616,0.6466800640171255,1584270818.955791
18,1.749632196508813,1.4224159031151398,0.6731161936530354,-0.28645436830789045,-0.6461659159920359,-0.28663828640986944,0.6467240498477803,1584270819.055339
