1.314387087140763688e-01,1.314387087140763688e-01,1.314387087140763688e-01,1.314387087140763688e-01,1.314387087140763688e-01,1.314387087140763688e-01,1.314387087140763688e-01
1.300769961577721290e-01,1.300769961577721290e-01,1.300769961577721290e-01,1.300769961577721290e-01,1.300769961577721290e-01,1.300769961577721290e-01,1.300769961577721290e-01
1.295951566632709273e-01,1.295951566632709273e-01,1.295951566632709273e-01,1.295951566632709273e-01,1.295951566632709273e-01,1.295951566632709273e-01,1.295951566632709273e-01
1.297758186807982383e-01,1.297758186807982383e-01,1.297758186807982383e-01,1.297758186807982383e-01,1.297758186807982383e-01,1.297758186807982383e-01,1.297758186807982383e-01
1.301878742817166312e-01,1.301878742817166312e-01,1.301878742817166312e-01,1.301878742817166312e-01,1.301878742817166312e-01,1.301878742817166312e-01,1.301878742817166312e-01
1.905799607561107223e-01,1.905799607561107223e-01,1.905799607561107223e-01,1.905799607561107223e-01,1.905799607561107223e-01,1.905799607561107223e-01,1.905799607561107223e-01
1.092261762228872612e+00,1.092261762228872612e+00,1.092261762228872612e+00,1.092261762228872612e+00,1.092261762228872612e+00,1.092261762228872612e+00,1.092261762228872612e+00
2.494541379077304555e+00,2.494541379077304555e+00,2.494541379077304555e+00,2.494541379077304555e+00,2.494541379077304555e+00,2.494541379077304555e+00,2.494541379077304555e+00
3.270217969357304355e+00,3.270217969357304355e+00,3.270217969357304355e+00,3.270217969357304355e+00,3.270217969357304355e+00,3.270217969357304355e+00,3.270217969357304355e+00
3.878249062200666231e+00,3.878249062200666231e+00,3.878249062200666231e+00,3.878249062200666231e+00,3.878249062200666231e+00,3.878249062200666231e+00,3.878249062200666231e+00
4.530995617741609749e+00,4.530995617741609749e+00,4.530995617741609749e+00,4.530995617741609749e+00,4.530995617741609749e+00,4.530995617741609749e+00,4.530995617741609749e+00
5.251517577933555003e+00,5.251517577933555003e+00,5.251517577933555003e+00,5.251517577933555003e+00,5.251517577933555003e+00,5.251517577933555003e+00,5.251517577933555003e+00
6.040649074310294964e+00,6.040649074310294964e+00,6.040649074310294964e+00,6.040649074310294964e+00,6.040649074310294964e+00,6.040649074310294964e+00,6.040649074310294964e+00
