1.314304770769593178e-01,1.314304770769593178e-01,1.314304770769593178e-01,1.314304770769593178e-01,1.314304770769593178e-01,1.314304770769593178e-01,1.314304770769593178e-01
1.297952717100059328e-01,1.297952717100059328e-01,1.297952717100059328e-01,1.297952717100059328e-01,1.297952717100059328e-01,1.297952717100059328e-01,1.297952717100059328e-01
1.319690441028606998e-01,1.319690441028606998e-01,1.319690441028606998e-01,1.319690441028606998e-01,1.319690441028606998e-01,1.319690441028606998e-01,1.319690441028606998e-01
1.354357494248521476e-01,1.354357494248521476e-01,1.354357494248521476e-01,1.354357494248521476e-01,1.354357494248521476e-01,1.354357494248521476e-01,1.354357494248521476e-01
1.383024554598963896e-01,1.383024554598963896e-01,1.383024554598963896e-01,1.383024554598963896e-01,1.383024554598963896e-01,1.383024554598963896e-01,1.383024554598963896e-01
1.395025945600885109e-01,1.395025945600885109e-01,1.395025945600885109e-01,1.395025945600885109e-01,1.395025945600885109e-01,1.395025945600885109e-01,1.395025945600885109e-01
1.388113275695763704e-01,1.388113275695763704e-01,1.388113275695763704e-01,1.388113275695763704e-01,1.388113275695763704e-01,1.388113275695763704e-01,1.388113275695763704e-01
1.366818752928669056e-01,1.366818752928669056e-01,1.366818752928669056e-01,1.366818752928669056e-01,1.366818752928669056e-01,1.366818752928669056e-01,1.366818752928669056e-01
1.339551352103622861e-01,1.339551352103622861e-01,1.339551352103622861e-01,1.339551352103622861e-01,1.339551352103622861e-01,1.339551352103622861e-01,1.339551352103622861e-01
1.315246858318168677e-01,1.315246858318168677e-01,1.315246858318168677e-01,1.315246858318168677e-01,1.315246858318168677e-01,1.315246858318168677e-01,1.315246858318168677e-01
1.300466879946320375e-01,1.300466879946320375e-01,1.300466879946320375e-01,1.300466879946320375e-01,1.300466879946320375e-01,1.300466879946320375e-01,1.300466879946320375e-01
1.297667764465799678e-01,1.297667764465799678e-01,1.297667764465799678e-01,1.297667764465799678e-01,1.297667764465799678e-01,1.297667764465799678e-01,1.297667764465799678e-01
1.304987365030285673e-01,1.304987365030285673e-01,1.304987365030285673e-01,1.304987365030285673e-01,1.304987365030285673e-01,1.304987365030285673e-01,1.304987365030285673e-01
1.317436786420138617e-01,1.317436786420138617e-01,1.317436786420138617e-01,1.317436786420138617e-01,1.317436786420138617e-01,1.317436786420138617e-01,1.317436786420138617e-01
1.328975624422454871e-01,1.328975624422454871e-01,1.328975624422454871e-01,1.328975624422454871e-01,1.328975624422454871e-01,1.328975624422454871e-01,1.328975624422454871e-01
1.334717591368885792e-01,1.334717591368885792e-01,1.334717591368885792e-01,1.334717591368885792e-01,1.334717591368885792e-01,1.334717591368885792e-01,1.334717591368885792e-01
1.332527805374255081e-01,1.332527805374255081e-01,1.332527805374255081e-01,1.332527805374255081e-01,1.332527805374255081e-01,1.332527805374255081e-01,1.332527805374255081e-01
1.323522928081786176e-01,1.323522928081786176e-01,1.323522928081786176e-01,1.323522928081786176e-01,1.323522928081786176e-01,1.323522928081786176e-01,1.323522928081786176e-01
1.311383216711163868e-01,1.311383216711163868e-01,1.311383216711163868e-01,1.311383216711163868e-01,1.311383216711163868e-01,1.311383216711163868e-01,1.311383216711163868e-01
1.300795666079963553e-01,1.300795666079963553e-01,1.300795666079963553e-01,1.300795666079963553e-01,1.300795666079963553e-01,1.300795666079963553e-01,1.300795666079963553e-01
1.295631467539237747e-01,1.295631467539237747e-01,1.295631467539237747e-01,1.295631467539237747e-01,1.295631467539237747e-01,1.295631467539237747e-01,1.295631467539237747e-01
1.297525384830180428e-01,1.297525384830180428e-01,1.297525384830180428e-01,1.297525384830180428e-01,1.297525384830180428e-01,1.297525384830180428e-01,1.297525384830180428e-01
1.305352889238520220e-01,1.305352889238520220e-01,1.305352889238520220e-01,1.305352889238520220e-01,1.305352889238520220e-01,1.305352889238520220e-01,1.305352889238520220e-01
1.315759059315126933e-01,1.315759059315126933e-01,1.315759059315126933e-01,1.315759059315126933e-01,1.315759059315126933e-01,1.315759059315126933e-01,1.315759059315126933e-01
1.324506254985209353e-01,1.324506254985209353e-01,1.324506254985209353e-01,1.324506254985209353e-01,1.324506254985209353e-01,1.324506254985209353e-01,1.324506254985209353e-01
1.328114901914290158e-01,1.328114901914290158e-01,1.328114901914290158e-01,1.328114901914290158e-01,1.328114901914290158e-01,1.328114901914290158e-01,1.328114901914290158e-01
1.325177118898466233e-01,1.325177118898466233e-01,1.325177118898466233e-01,1.325177118898466233e-01,1.325177118898466233e-01,1.325177118898466233e-01,1.325177118898466233e-01
1.316857507032267449e-01,1.316857507032267449e-01,1.316857507032267449e-01,1.316857507032267449e-01,1.316857507032267449e-01,1.316857507032267449e-01,1.316857507032267449e-01
1.306406824582921899e-01,1.306406824582921899e-01,1.306406824582921899e-01,1.306406824582921899e-01,1.306406824582921899e-01,1.306406824582921899e-01,1.306406824582921899e-01
1.297886055043591114e-01,1.297886055043591114e-01,1.297886055043591114e-01,1.297886055043591114e-01,1.297886055043591114e-01,1.297886055043591114e-01,1.297886055043591114e-01
1.294592559746945426e-01,1.294592559746945426e-01,1.294592559746945426e-01,1.294592559746945426e-01,1.294592559746945426e-01,1.294592559746945426e-01,1.294592559746945426e-01
1.297788486223225846e-01,1.297788486223225846e-01,1.297788486223225846e-01,1.297788486223225846e-01,1.297788486223225846e-01,1.297788486223225846e-01,1.297788486223225846e-01
1.306214810907135870e-01,1.306214810907135870e-01,1.306214810907135870e-01,1.306214810907135870e-01,1.306214810907135870e-01,1.306214810907135870e-01,1.306214810907135870e-01
1.316576566308071961e-01,1.316576566308071961e-01,1.316576566308071961e-01,1.316576566308071961e-01,1.316576566308071961e-01,1.316576566308071961e-01,1.316576566308071961e-01
1.324817293342164248e-01,1.324817293342164248e-01,1.324817293342164248e-01,1.324817293342164248e-01,1.324817293342164248e-01,1.324817293342164248e-01,1.324817293342164248e-01
1.327700377121914244e-01,1.327700377121914244e-01,1.327700377121914244e-01,1.327700377121914244e-01,1.327700377121914244e-01,1.327700377121914244e-01,1.327700377121914244e-01
1.324094417259118472e-01,1.324094417259118472e-01,1.324094417259118472e-01,1.324094417259118472e-01,1.324094417259118472e-01,1.324094417259118472e-01,1.324094417259118472e-01
1.315464820623049036e-01,1.315464820623049036e-01,1.315464820623049036e-01,1.315464820623049036e-01,1.315464820623049036e-01,1.315464820623049036e-01,1.315464820623049036e-01
1.305367383122302272e-01,1.305367383122302272e-01,1.305367383122302272e-01,1.305367383122302272e-01,1.305367383122302272e-01,1.305367383122302272e-01,1.305367383122302272e-01
1.298113903989133178e-01,1.298113903989133178e-01,1.298113903989133178e-01,1.298113903989133178e-01,1.298113903989133178e-01,1.298113903989133178e-01,1.298113903989133178e-01
1.297097431496467834e-01,1.297097431496467834e-01,1.297097431496467834e-01,1.297097431496467834e-01,1.297097431496467834e-01,1.297097431496467834e-01,1.297097431496467834e-01
1.303406469444894356e-01,1.303406469444894356e-01,1.303406469444894356e-01,1.303406469444894356e-01,1.303406469444894356e-01,1.303406469444894356e-01,1.303406469444894356e-01
1.315269090683273134e-01,1.315269090683273134e-01,1.315269090683273134e-01,1.315269090683273134e-01,1.315269090683273134e-01,1.315269090683273134e-01,1.315269090683273134e-01
1.328576626428912277e-01,1.328576626428912277e-01,1.328576626428912277e-01,1.328576626428912277e-01,1.328576626428912277e-01,1.328576626428912277e-01,1.328576626428912277e-01
1.338344976879284332e-01,1.338344976879284332e-01,1.338344976879284332e-01,1.338344976879284332e-01,1.338344976879284332e-01,1.338344976879284332e-01,1.338344976879284332e-01
1.340618612931052667e-01,1.340618612931052667e-01,1.340618612931052667e-01,1.340618612931052667e-01,1.340618612931052667e-01,1.340618612931052667e-01,1.340618612931052667e-01
1.334135769628232993e-01,1.334135769628232993e-01,1.334135769628232993e-01,1.334135769628232993e-01,1.334135769628232993e-01,1.334135769628232993e-01,1.334135769628232993e-01
1.321123401227168870e-01,1.321123401227168870e-01,1.321123401227168870e-01,1.321123401227168870e-01,1.321123401227168870e-01,1.321123401227168870e-01,1.321123401227168870e-01
1.306866594779876323e-01,1.306866594779876323e-01,1.306866594779876323e-01,1.306866594779876323e-01,1.306866594779876323e-01,1.306866594779876323e-01,1.306866594779876323e-01
1.298109763223465052e-01,1.298109763223465052e-01,1.298109763223465052e-01,1.298109763223465052e-01,1.298109763223465052e-01,1.298109763223465052e-01,1.298109763223465052e-01
1.300760012242676567e-01,1.300760012242676567e-01,1.300760012242676567e-01,1.300760012242676567e-01,1.300760012242676567e-01,1.300760012242676567e-01,1.300760012242676567e-01
