1.058158115141388800e-01,1.058158115141388800e-01,1.058158115141388800e-01,1.058158115141388800e-01,1.058158115141388800e-01,1.058158115141388800e-01,1.058158115141388800e-01,1.058158115141388800e-01
1.057574630418436357e-01,1.057574630418436357e-01,1.057574630418436357e-01,1.057574630418436357e-01,1.057574630418436357e-01,1.057574630418436357e-01,1.057574630418436357e-01,1.057574630418436357e-01
1.057305107338208927e-01,1.057305107338208927e-01,1.057305107338208927e-01,1.057305107338208927e-01,1.057305107338208927e-01,1.057305107338208927e-01,1.057305107338208927e-01,1.057305107338208927e-01
1.057206804236727749e-01,1.057206804236727749e-01,1.057206804236727749e-01,1.057206804236727749e-01,1.057206804236727749e-01,1.057206804236727749e-01,1.057206804236727749e-01,1.057206804236727749e-01
1.057176952901954792e-01,1.057176952901954792e-01,1.057176952901954792e-01,1.057176952901954792e-01,1.057176952901954792e-01,1.057176952901954792e-01,1.057176952901954792e-01,1.057176952901954792e-01
1.057180847586209893e-01,1.057180847586209893e-01,1.057180847586209893e-01,1.057180847586209893e-01,1.057180847586209893e-01,1.057180847586209893e-01,1.057180847586209893e-01,1.057180847586209893e-01
1.069052295952133136e-01,1.069052295952133136e-01,1.069052295952133136e-01,1.069052295952133136e-01,1.069052295952133136e-01,1.069052295952133136e-01,1.069052295952133136e-01,1.069052295952133136e-01
1.080220475049600282e-01,1.080220475049600282e-01,1.080220475049600282e-01,1.080220475049600282e-01,1.080220475049600282e-01,1.080220475049600282e-01,1.080220475049600282e-01,1.080220475049600282e-01
1.134382030822962406e-01,1.134382030822962406e-01,1.134382030822962406e-01,1.134382030822962406e-01,1.134382030822962406e-01,1.134382030822962406e-01,1.134382030822962406e-01,1.134382030822962406e-01
1.226669530706203659e-01,1.226669530706203659e-01,1.226669530706203659e-01,1.226669530706203659e-01,1.226669530706203659e-01,1.226669530706203659e-01,1.226669530706203659e-01,1.226669530706203659e-01
1.421039294139063713e-01,1.421039294139063713e-01,1.421039294139063713e-01,1.421039294139063713e-01,1.421039294139063713e-01,1.421039294139063713e-01,1.421039294139063713e-01,1.421039294139063713e-01
1.431332276524699409e-01,1.431332276524699409e-01,1.431332276524699409e-01,1.431332276524699409e-01,1.431332276524699409e-01,1.431332276524699409e-01,1.431332276524699409e-01,1.431332276524699409e-01
1.467775891428573232e-01,1.467775891428573232e-01,1.467775891428573232e-01,1.467775891428573232e-01,1.467775891428573232e-01,1.467775891428573232e-01,1.467775891428573232e-01,1.467775891428573232e-01
